0.043343501,-0.870143824,-0.000915107,-0.410800824,-0.001954138,-0.001015683,1.928952496
2.056837802,0.761169961,-0.014152772,-20.40182493,0.163578485,0.80025029,-11.70468187
2.51933793,2.685878265,0.975494483,64.38648538,0.196114009,-0.006255592,-1674.135995
1.036949976,0.873915338,0.985873994,71.65436859,0.165863965,-0.045339831,-1691.821914
-0.241641053,-0.155827333,0.09040365,-3.463008201,2.747862318,0.013232377,-221.762613
-0.023439731,-0.031046206,0.000538615,-1.361213752,0.988223932,0.002633759,-26.04682364
-0.001458026,-0.000252638,-6.78E-06,0.802695552,-2.53E-05,-2.17E-05,-0.409785771
-2.08799277,0.299044926,0.505774988,1377.066363,0.019763827,-0.045446294,-1571.226692
-6.419531304,0.565559688,0.41974816,1185.397449,0.920693876,-0.449081214,-1327.163463
-7.839696882,-2.299232635,0.365346723,767.0390605,0.988738529,0.044358995,-1041.580327
6.505112399,-0.894686993,0.317416462,-112.8063181,0.623182415,0.258587829,-504.0492316
-2.58214572,3.915324468,0.011352825,-0.545806082,0.331911126,-0.089336973,-22.24704953
1.977453944,3.228462529,0.024721657,0.608626616,0.192265572,-0.059981928,-44.74084756
-8.441276097,-1.38852274,0.004764584,-334.1465494,-0.067940497,0.282359017,158.8645688
-6.455547559,1.369155235,0.211206395,-176.3853233,0.808142874,0.538083705,-307.1734563
1.580257868,3.197762715,0.238937953,-232.1862986,0.451144359,0.060908106,-293.578229
-6.699384058,-18.54911033,0.137407605,-25.11023718,6.133859921,-0.018509162,-371.2989577
-0.509016367,-7.397981725,0.288925473,-458.8109296,2.747297388,-0.021285622,-311.4443813
9.412003331,-11.25679398,0.252240648,-524.3789311,2.409848545,-0.256070567,-197.8315128
-4.206286476,10.3897122,0.12628436,10.23144835,1.475060468,-0.273108791,-240.8941111
-6.126725448,10.84382023,0.136425643,176.4389404,5.044977617,-0.356710988,-433.5973017
4.456813531,-9.268073285,0.058563476,-75.44805266,5.328582924,0.313431579,-213.8491434
-0.627770532,3.229542025,0.064210497,-165.7494157,4.659811457,0.445898321,-164.4860901
-2.711682552,-8.394606903,0.098766157,-54.58504944,2.458100596,0.253333745,-211.7859216
2.887533569,-3.912212614,0.380489736,-326.3596824,15.77675816,0.977633481,-926.9794946
16.85379404,9.659928422,0.270920431,-306.8948078,24.31679424,1.273627858,-997.9480765
-1.974847281,-39.84320029,0.40003137,-129.598938,17.87523001,0.463566092,-1086.179446
-2.296025865,-23.38431436,0.26321339,340.787949,8.135747356,-0.240762912,-816.9458341
2.306294846,-10.39723162,0.037231918,88.45066162,-0.145301668,-0.689084934,-69.63788969
-0.828634181,-1.593930065,-0.011723678,-13.95010408,-0.257918107,-0.078149986,38.20482088
-13.39256158,-3.20827341,0.454579921,769.4360651,1.062661083,0.04757164,-1192.262049
-0.117027563,-11.52779451,0.022209342,98.45739124,-0.429026147,-0.701797292,-40.68932378
1.615268286,-0.5904501,-0.008384688,6.681464351,-0.216681607,0.02903212,14.13785021
-17.89319105,-4.907916693,0.455576004,746.8247306,1.431658741,0.052948146,-1190.037481
0.748789064,-11.71452192,0.020438158,104.8171709,-0.579599777,-0.708273931,-37.12479915
1.097634812,0.225690796,-0.00909708,7.262250954,-0.171065164,0.022085035,14.29885775
-16.85443955,-5.094952991,0.455761527,757.1320817,1.456158222,0.083095128,-1198.337335
-1.584461743,-12.60115642,0.014009277,101.8420077,-0.408950463,-0.660105143,-30.7422624
-1.24E-13,-1.71E-13,1.12E-15,-2.89E-12,2.46E-15,1.69E-15,-4.34E-13
-20.01902263,-5.011182827,0.46219923,755.1121664,1.378105662,0.10730971,-1206.100167
0.748789064,-11.71452192,0.020438158,104.8171709,-0.579599777,-0.708273931,-37.12479915
-1.097634812,-0.225690796,0.00909708,-7.262250954,0.171065164,-0.022085035,-14.29885775
-16.85443955,-5.094952991,0.455761527,757.1320817,1.456158222,0.083095128,-1198.337335
-0.117027563,-11.52779451,0.022209342,98.45739124,-0.429026147,-0.701797292,-40.68932378
-1.615268286,0.5904501,0.008384688,-6.681464351,0.216681607,-0.02903212,-14.13785021
-17.89319105,-4.907916693,0.455576004,746.8247306,1.431658741,0.052948146,-1190.037481
2.306294846,-10.39723162,0.037231918,88.45066162,-0.145301668,-0.689084934,-69.63788969
0.828634181,1.593930065,0.011723678,13.95010408,0.257918107,0.078149986,-38.20482088
-13.39256158,-3.20827341,0.454579921,769.4360651,1.062661083,0.04757164,-1192.262049
4.291433004,1.659001567,0.029111776,77.13759905,-1.063680866,-0.635418879,-30.91609317
3.061717994,-5.189999514,-0.071480478,-8.178878945,-0.626166145,0.078709576,135.7433996
-14.97528569,-4.267297144,0.32594574,564.844473,2.322142819,0.097792092,-903.5172715
-2.748716646,6.25162097,-0.0464207,294.316463,-1.186753468,-0.290240496,-31.3457183
