-157.5731,58.9971,597.3112
-168.4375,57.99275,599.5516
-167.9563,60.14055,588.3089
-178.8928,59.17638,590.5032
-175.3302,64.63151,580.1091
-186.6893,64.34444,581.4258
-178.5341,73.4242,572.1517
-190.5441,74.19865,573.0742
-139.6928,55.91254,589.5431
-147.5088,58.11989,593.7499
-147.1695,57.36674,583.1938
-157.2579,59.46416,585.887
-152.8122,60.86226,576.0838
-163.8618,63.40452,578.244
-155.3854,67.77045,568.1026
-166.6672,71.18922,570.3299
-132.158,52.74062,586.286
-137.827,54.02278,580.445
-142.4747,57.11721,573.8105
-144.9317,63.26233,565.8337
-99.63326,7.220913,562.0941
-107.2498,29.18375,570.6141
-101.0924,14.96704,564.4681
-109.6654,25.34657,554.7612
-99.11509,0,561.3918
-111.5465,35.64249,574.4352
-101.7333,7.541613,559.4756
-109.6687,30.11452,567.5398
-103.2158,15.1675,561.4516
-107.9026,23.79377,560.3835
-101.271,0,558.7386
-114.8085,37.14721,571.0451
-103.5318,7.83965,556.0296
-112.0881,31.71553,563.2941
-105.098,15.77852,557.8203
-105.8262,22.75671,564.2802
-103.0346,0,555.3846
-117.7163,39.2866,566.2145
-105.1061,8.195167,551.0673
-114.1051,34.14423,557.1208
-106.7162,16.62833,552.6024
-103.8426,22.48444,567.2917
-104.6053,0,550.5093
-119.9728,42.6755,559.3544
-179.6229,54.97802,603.7465
-189.0133,56.58297,592.4604
-197.2661,62.35582,582.0917
-202.0346,73.17063,572.7644
-197.7497,52.44004,594.5624
-206.4583,58.54521,582.1723
-212.2571,70.14568,571.328
-205.1017,46.82047,596.5381
-213.9408,52.95396,581.9766
-220.7601,64.86227,569.2026
-211.2755,39.87476,598.4523
-219.6577,45.82168,581.8834
-227.4042,57.46389,567.1309
-216.2119,31.97821,600.2066
-223.7191,37.60582,582.2449
-232.1086,48.1526,565.7632
-219.6518,23.69522,601.9728
-226.3888,28.62423,583.1967
-235.1154,37.21821,565.0963
-223.1634,0,605.155
-228.8907,0,586.1355
-237.0111,0,567.6336
-124.8502,48.49605,583.1032
-129.1158,49.42965,577.6321
-133.0588,52.21248,571.462
-135.4779,57.52392,563.6121
-236.9534,12.72918,567.0393
-222.8355,7.551279,604.7107
-228.688,9.602818,585.6736
-227.9322,19.21801,584.5054
-236.5666,25.30309,565.7035
-221.7606,15.43985,603.6435
-125.0808,212.9981,509.9311
-106.3796,192.6594,500.8145
-100.9629,182.3288,495.7104
-91.34075,162.8691,483.2732
-85.78009,155.155,474.6545
-79.76097,149.1801,464.5948
-73.70236,144.3647,453.5832
-67.45609,140.1752,442.2348
-60.38872,136.0228,430.7457
-53.62369,133.0311,419.951
-108.0644,166.3081,507.1109
-114.056,176.9672,512.828
-132.9973,195.9348,523.6739
-96.24881,144.5393,493.1421
-88.28305,135.934,483.4138
-79.3317,129.9706,471.9177
-70.63148,125.9834,459.58
-62.52307,123.035,447.6316
-54.90484,120.4693,436.816
-47.75317,118.1176,427.3041
-116.7169,145.6978,516.0617
-122.7294,156.6041,522.0208
-141.2325,173.9018,534.2749
-102.9242,120.7878,503.4658
-91.83207,110.9997,493.5807
-79.49942,104.9218,480.423
-67.69957,102.5984,465.7078
-57.44805,101.3086,452.413
-48.73037,100.4851,440.8676
-41.44112,100.0764,430.9851
-125.1756,122.0318,523.4142
-131.7394,132.6868,528.2139
-149.6578,148.0772,540.2159
-109.4603,95.77855,516.1253
-96.4707,77.16408,508.3734
-79.26038,77.0181,488.3246
-65.65098,76.60759,471.5852
-53.71496,76.69559,456.647
-43.84743,77.41378,443.8853
-36.15692,79.03131,433.0092
-130.8595,98.12865,533.5235
-138.465,107.5093,536.8615
-157.104,121.6732,545.9667
-115.3127,73.96528,528.2666
-78.48266,0,497.2596
-66.11752,0,480.0946
-55.33866,0,462.1925
-46.41848,0,445.4776
-108.0847,57.896,526.4097
-105.7281,242.1204,470.8357
-87.34602,218.9873,463.8813
-84.52232,208.6276,459.0756
-84.12064,189.9469,443.2119
-85.57253,182.1694,433.0842
-86.75353,176.1106,422.5316
-86.45251,171.5718,412.0886
-85.48458,168.299,400.2262
-84.74149,166.044,387.0244
-84.88231,164.6204,372.5964
-95.78242,255.6047,450.538
-73.64223,230.4688,444.9164
-70.06297,219.6359,437.9659
-77.13309,200.8585,413.3846
-90.81249,193.2075,396.7081
-110.5368,190.063,378.0474
-117.4166,179.2506,370.597
-119.4275,177.3306,360.9836
-121.1182,176.0583,349.378
-125.0361,174.1903,336.4643
-89.35683,263.8525,439.0995
-65.18683,237.8397,435.017
-61.09368,226.6511,427.2752
-67.52826,207.0156,403.0564
-81.90509,202.3905,387.1292
-102.8471,198.0505,372.6602
-117.6313,225.6667,495.5344
-99.62143,204.1695,487.6406
-95.44178,193.9165,483.0993
-88.78664,175.6874,472.5956
