0.922300423,1.88E-05,0.000866693,-0.605201154,0.287681677
-0.005518898,0.012618367,-0.062899895,-4.572090693,-13.04750015
-0.264258711,0.099438212,4.268601649,-12.0321111,-197.8936833
-0.258135378,0.996298109,0.160705016,-9.18263967,-1304.972434
-0.670234444,0.487242872,0.467521042,967.5469127,-1159.241962
-1.02442546,0.462314634,1.180948829,892.6951632,-1099.271767
-3.344102967,0.352241189,-0.727317185,492.42104,-710.1017603
-1.155128052,0.324434799,1.363285166,-319.975735,-279.9070141
-9.444834014,0.040387454,8.113145201,-10.98967402,-187.5195633
-0.905803338,0.024655346,0.931154883,-49.7993612,-22.10303491
0.567935261,0.016093054,0.665880293,55.72077369,-62.10353343
-5.804957229,0.181927649,-0.915734663,-529.6219588,57.3426906
0.636472066,0.246936201,1.101874322,-317.4209463,-175.0541314
-2.29147104,0.147923868,7.482960641,102.8806476,-377.895577
2.18484016,0.292872219,0.901913193,-794.9932573,20.83834747
-2.675391864,0.296184139,2.188029108,-376.3944539,-227.2648558
0.136707324,0.176911639,2.189243467,95.36723051,-320.4021112
-0.820280372,0.159445575,7.558830403,-123.2367089,-274.6710592
1.623337542,0.064398222,5.257403762,-81.11988218,-132.451422
2.701854913,0.057451202,3.780980521,-68.00941337,-104.7386666
-0.621375536,0.087166234,2.509049013,82.97046793,-201.6405946
6.247896872,0.277782022,17.38049875,-300.8086644,-505.724973
5.493077206,0.150997054,26.23532513,-141.9776439,-576.539534
-40.72117438,0.402697526,0.611054769,-616.1534217,-213.1713302
-5.535058518,0.206151337,15.97236451,1.688115841,-547.5500528
0.376260553,0.002918693,-1.707826233,70.89880322,-11.8108433
-0.729899353,-0.049579403,-1.257535747,137.5024609,14.02719422
-1.200742821,0.891709773,0.77251082,-238.8897341,-1056.808044
0.34941955,0.002654641,-1.696803478,68.51461776,-10.39373351
0.790923954,0.049841115,1.268700938,-134.3032049,-16.2558588
-1.207011918,0.892639124,0.758750581,-233.9821388,-1060.386044
0.336182241,0.002919738,-1.684785057,69.38424307,-11.40954363
-0.725778963,-0.050591102,-1.316701158,135.758188,17.30036009
-1.209478939,0.88981539,0.735686935,-236.6880099,-1054.851119
0.318358567,0.002791162,-1.674555477,68.01473839,-10.6932559
0.784240969,0.050719219,1.325671509,-133.516716,-18.80906054
-1.211796722,0.890379352,0.726186434,-233.5748547,-1057.073932
0.003764008,3.52E-05,-0.006148087,-0.127015919,0.127410149
-0.071540576,-0.057112633,-1.448377784,-27.56682676,114.5541999
-0.423652049,0.054747768,0.175789356,-34.8939401,-56.40403246
