38.99643,47.41226,1107.861
32.15065,46.73187,1111.096
38.16906,47.94444,1102.354
31.06166,47.92371,1106.08
37.02567,50.45666,1097.253
29.91485,51.2501,1100.766
34.89181,55.98849,1091.748
27.62515,57.19732,1095.152
51.31979,44.28933,1099.474
45.88119,46.47418,1103.813
50.2987,44.35571,1094.641
44.64542,46.64887,1098.497
49.28649,45.984,1089.597
43.53866,48.61786,1093.418
47.45933,50.88256,1084.025
41.51959,53.79255,1087.905
55.58847,41.47226,1096.157
55.02954,41.29291,1091.111
54.24223,42.72366,1086.038
52.72109,47.38779,1080.382
71.5897,6.250523,1080.809
67.70595,23.10979,1084.619
70.72206,12.41613,1081.864
69.71058,20.20212,1067.756
72.00851,0.01862703,1080.803
65.74789,28.00777,1087.083
70.33869,6.065441,1076.225
67.09648,23.08874,1080.191
69.69649,11.99182,1077.076
68.76494,18.29091,1073.803
70.54327,0.01862703,1075.892
65.02966,28.26599,1082.503
70.39188,6.168993,1071.639
67.12591,24.08389,1075.517
69.82336,12.28276,1072.491
68.62875,17.6816,1078.425
70.56763,0.01862703,1071.343
64.86604,29.5238,1077.605
71.49415,6.684938,1065.568
67.69052,26.81217,1069.474
70.92436,13.42756,1066.43
69.28732,18.07713,1082.853
71.64819,0.01862703,1065.266
64.87277,32.98894,1071.6
24.43984,44.03839,1115.916
23.94063,46.53034,1109.457
22.48013,50.69908,1103.646
19.89094,57.04756,1097.686
17.1267,43.68615,1112.582
15.11141,48.56656,1105.623
11.98233,55.17059,1099.085
10.94326,39.52005,1115.121
8.195387,44.73849,1106.604
4.388383,51.33486,1099.232
5.433608,34.18056,1117.025
2.09027,39.31602,1106.697
-2.489115,45.54779,1098.389
0.8191418,27.99944,1118.229
-3.001223,32.5864,1106.26
-8.20848,38.06076,1096.914
-2.672328,21.26766,1118.998
-6.905656,24.92747,1105.604
-13.07343,29.42742,1095.159
-6.732542,0.01862703,1119.657
-11.43465,0.01862703,1104.252
-18.12663,0.01862703,1091.092
59.31316,37.98776,1093.338
58.9989,37.54345,1088.012
58.4484,38.89069,1082.858
57.34398,43.29302,1077.079
-17.72087,9.884787,1091.617
-6.32086,7.077379,1119.584
-11.00209,8.394658,1104.456
-9.553924,16.75802,1104.956
-16.36747,19.76351,1093.06
-5.02266,14.20063,1119.497
35.16068,162.1273,1024.882
54.77526,150.9709,1017.48
61.19539,141.1839,1013.615
69.25629,121.392,1005.287
73.11015,113.5733,1000.301
77.4836,107.3809,994.3685
81.99036,102.3652,987.3937
86.16061,98.02394,979.5588
89.89568,94.03828,971.1579
93.46397,90.09543,962.4662
63.24811,130.9551,1028.889
57.29405,141.3072,1034.105
37.61721,152.6945,1042.016
70.93023,109.5321,1017.317
75.73322,101.2063,1010.864
81.43932,95.10758,1003.585
87.08345,90.67471,995.4845
92.01968,87.21873,986.8365
96.18037,84.21863,978.071
99.70502,81.46852,969.5769
