-0.001594379,-0.030406547,-7.801730663,0.834747495,0.00211491,-27.10668911
0.384457801,0.829337739,1209.817831,-0.008567136,0.012132959,-1348.054776
0.107780414,1.209865879,-84.09181826,-0.202804458,0.009906415,-183.6835
0.062829495,1.233355977,99.30681181,0.098718734,-0.010250639,-189.8741692
0.242248871,1.823633315,-295.7095608,0.060032704,-0.010751992,-316.8821049
0.384359694,2.888120125,-727.5999108,0.407662619,-0.022885984,-373.9239441
0.3215302,1.654764148,-826.9067226,0.308943884,-0.012635345,-184.0497748
0.179419376,0.590277338,-395.0163726,-0.038686031,-0.000501353,-127.0079357
0.157441611,8.054558678,-11.92263422,1.039064397,-0.037718071,-494.3527862
0.008860297,0.976316637,44.78552436,0.294451708,-0.007402816,-69.33617179
0.328154143,21.64393395,-149.2598308,2.392303592,-0.055807527,-1132.790067
0.284392018,3.411973562,-1023.516876,0.226968083,-0.014439921,-58.93491931
0.323537103,20.5048621,-62.82530076,2.742872712,-0.094511128,-1109.871452
0.508291759,-0.727224819,-1301.549604,0.699596708,-0.03172616,-197.4059448
0.183336055,0.864843124,1600.691917,-0.215218334,0.014333451,-1189.862351
0.48714463,-0.167268941,1665.168049,0.023583661,0.001688556,-1729.917198
0.026100878,0.334692541,-36.3341286,0.179380183,-0.005013493,-38.16559453
0.124286479,0.744541929,-187.1923799,0.037541696,-0.002808197,-142.0545128
0.067845421,1.365767488,28.0728763,0.383524253,-0.009949333,-176.7597983
0.089063629,0.590643949,-170.9339769,0.144936968,-0.006644441,-83.77774233
0.005605159,0.528022356,62.78343536,0.24176949,-0.004635648,-61.55074715
0.091333272,1.721342348,75.69363921,0.359876904,-0.011787754,-250.1107736
0.038667622,0.448960035,0.631715615,0.063717691,-0.004341271,-79.08597117
0.16046127,6.757384634,69.69112604,0.512961318,-0.018103201,-507.3329198
0.38577183,15.62271383,94.18051547,-1.48809505,0.044266701,-1153.687839
0.536381123,-0.217442093,-1283.908258,-0.039593731,0.029038311,-307.6956341
0.313182767,1.354190654,-693.830331,0.24348223,-0.009723157,-230.8658071
0.120767123,4.682485682,188.5043136,-0.057419431,-0.006562278,-431.9649957
0.143516477,7.446372834,72.25320727,0.676078251,-0.042292501,-477.6120678
0.514984502,-0.019770189,1705.289871,-0.036704111,0.00094379,-1801.125741
0.997638946,-0.10517083,20.09912692,-0.091773893,0.003138771,-1778.370639
0.000747227,1.887550832,-40.59116022,0.251298198,-0.007294524,-33.98258535
0.212849712,15.52470212,-42.69968001,1.880679682,-0.113310758,-732.833698
0.196300898,15.62819183,-115.358756,2.052285839,-0.114167856,-674.2297803
0.393772327,2.345002989,-864.9150486,0.692979046,-0.015310163,-323.5504139
0.397746945,2.269598002,-833.0713093,0.651111916,-0.012855718,-346.1471526
0.390182693,2.389240025,-895.7591306,0.693457787,-0.01590983,-301.7024837
0.393016137,2.369851903,-867.8014998,0.726410928,-0.016864704,-321.0025558
0.00561465,0.823739379,-20.12510523,0.025147284,-0.001406724,-21.59909472
0.212676447,4.052401524,245.7225747,-1.264912154,0.08409257,-659.0237015
0.809559952,11.80881311,1319.745897,-1.904382228,0.085947223,-2468.250368
0.40823623,15.1171744,52.72574856,-2.686059567,0.157633107,-1234.571997
0.263253714,5.287150573,465.7112922,-0.414306767,0.009595936,-849.5155337
0.60319035,-0.66838848,-1025.789145,0.578135804,-0.002928237,-537.6244582
0.09752937,3.282222778,1.068067987,0.0692636,-0.002526184,-263.9272752
0.000108329,1.005922221,-0.218931711,0.010801166,-0.000345848,-27.79417652
-1.58E-06,2.15E-05,0.959218569,1.16E-05,-5.25E-07,-0.497101246
6.37E-05,0.002290964,-0.049640339,-0.000302158,7.65E-05,-0.221652051
-0.000152015,0.003314841,-0.231602097,0.004011509,-0.000185699,0.344686111
-0.069595606,1.712012105,187.4040066,0.524888877,-0.024313998,-15.16471622
