-120.6664,54.11771,1423.512
-128.9916,52.3692,1427.765
-125.5201,53.89229,1416.17
-133.4114,51.84697,1420.852
-129.4366,54.84072,1408.041
-137.3492,53.01972,1412.133
-133.6593,58.75784,1398.171
-141.9457,57.81778,1401.482
-105.8537,52.55997,1412.958
-112.2643,54.05702,1418.285
-110.4885,53.45308,1405.85
-117.7415,54.36293,1411.01
-114.276,54.76363,1397.929
-121.6012,55.3757,1403.064
-118.4023,58.17503,1389.237
-125.7129,58.87671,1393.859
-100.0345,50.0115,1408.989
-103.8234,51.20383,1401.189
-107.3723,52.82725,1393.095
-111.4626,56.28543,1384.685
-66.73724,10.37898,1394.208
-79.57861,30.05979,1397.941
-70.83953,18.47577,1395.942
-82.57191,25.05305,1369.685
-64.46076,0,1393.752
-83.59991,35.35758,1399.879
-70.82916,8.878521,1386.43
-82.11473,30.28452,1389.425
-74.14429,16.73017,1387.323
-80.37547,23.65252,1379.119
-69.48866,0,1385.957
-86.51404,36.62842,1391.284
-74.65034,8.032618,1377.84
-84.36725,31.1404,1380.279
-77.04437,15.91735,1378.371
-78.06227,23.70189,1388.306
-73.7664,0,1377.644
-89.08475,38.12811,1382.194
-77.9945,7.984275,1368.407
-86.94812,33.31114,1371.087
-79.5629,16.41158,1368.846
-75.53069,24.66389,1396.694
-77.52549,0,1368.272
-92.1852,40.91118,1373.307
-137.3423,48.55128,1433.132
-140.4614,48.47032,1424.557
-144.5153,49.98678,1414.854
-149.6293,55.94276,1403.258
-146.5718,44.35919,1427.568
-150.4459,46.35394,1416.397
-155.9422,53.40096,1403.788
-152.1084,39.76654,1430.06
-155.4258,42.37077,1417.258
-161.0614,50.34221,1403.736
-157.4863,34.37469,1432.22
-160.0775,37.74525,1417.707
-165.8294,46.24518,1403.526
-162.484,27.97417,1433.733
-164.7231,31.89366,1417.813
-170.789,40.19577,1403.253
-166.4496,20.68929,1434.653
-168.9875,24.56238,1417.727
-175.6181,31.77231,1403.017
-170.4184,0,1436.01
-174.4818,0,1418.154
-182.904,0,1403.477
-94.36713,46.31544,1405.796
-97.47457,47.52404,1397.268
-100.7548,49.3504,1388.75
-104.6473,52.78862,1380.36
-182.0364,10.77013,1403.299
-170.1115,6.181579,1435.752
-173.9436,7.937246,1418.005
-172.1608,16.26481,1417.758
-179.5405,21.5843,1403.028
-168.943,13.12611,1435.306
-119.8147,223.8464,1268.309
-89.54987,195.6806,1258.958
-82.01244,178.9186,1257.228
-66.30846,152.2944,1256.093
-57.79732,143.7678,1254.089
-50.24981,137.7758,1249.641
-43.48741,134.0197,1242.45
-36.8607,132.3569,1232.807
